ID	specialConditions	Go_Annotation	Go_Annotaion_Type	SourceType	Go_Annotaion_Name
ybhI		GO:0005215	F	IEA	transporter activity
ybhI		GO:0005886	C	IEA	plasma membrane
ybhI		GO:0005886	C	IEA	plasma membrane
ybhI		GO:0005886	C	IEA	plasma membrane
ybhI		GO:0005886	C	IDA	plasma membrane
ybhI		GO:0016021	C	IEA	integral to membrane
ybhI		GO:0016020	C	IEA	membrane
ybhI		GO:0016020	C	IEA	membrane
ybhI		GO:0006810	P	IEA	transport
ttdT		GO:0005215	F	IEA	transporter activity
ttdT		GO:0055085	P	IEA	transmembrane transport
ttdT		GO:0006814	P	IEA	sodium ion transport
ttdT		GO:0005886	C	IEA	plasma membrane
ttdT		GO:0005886	C	IEA	plasma membrane
ttdT		GO:0005886	C	IEA	plasma membrane
ttdT		GO:0005886	C	IDA	plasma membrane
ttdT		GO:0005886	C	IDA	plasma membrane
ttdT		GO:0016021	C	IEA	integral to membrane
ttdT		GO:0016020	C	IEA	membrane
ttdT		GO:0016020	C	IEA	membrane
ttdT		GO:0015297	F	IEA	antiporter activity
ttdT		GO:0006810	P	IEA	transport
chaA		GO:0098655	P	IEA	NA
chaA		GO:0071805	P	IDA	potassium ion transmembrane transport
chaA		GO:0035725	P	IDA	sodium ion transmembrane transport
chaA		GO:0016021	C	IEA	integral to membrane
chaA		GO:0016021	C	IEA	integral to membrane
chaA		GO:0016020	C	IEA	membrane
chaA		GO:0015297	F	IEA	antiporter activity
chaA		GO:0008324	F	IEA	cation transmembrane transporter activity
chaA		GO:0006811	P	IEA	ion transport
chaA		GO:0006810	P	IEA	transport
chaA		GO:0005886	C	IEA	plasma membrane
chaA		GO:0005886	C	IEA	plasma membrane
chaA		GO:0005886	C	IEA	plasma membrane
chaA		GO:0005886	C	IDA	plasma membrane
chaA		GO:0055085	P	IEA	transmembrane transport
chaA		GO:0015386	F	IDA	potassium:hydrogen antiporter activity
chaA		GO:0015385	F	IDA	sodium:hydrogen antiporter activity
chaA		GO:0006813	P	IGI	potassium ion transport
chaA		GO:0006814	P	IDA	sodium ion transport
chaA		GO:0006814	P	IGI	sodium ion transport
chaA		GO:0006883	P	IGI	cellular sodium ion homeostasis
chaA		GO:0030007	P	IGI	cellular potassium ion homeostasis
yrbG		GO:0070588	P	IBA	calcium ion transmembrane transport
yrbG		GO:0035725	P	IBA	sodium ion transmembrane transport
yrbG		GO:0031402	F	IBA	sodium ion binding
yrbG		GO:0030955	F	IBA	potassium ion binding
yrbG		GO:0008273	F	IBA	calcium, potassium:sodium antiporter activity
yrbG		GO:0006874	P	IBA	cellular calcium ion homeostasis
yrbG		GO:0005509	F	IBA	calcium ion binding
yrbG		GO:0005262	F	IBA	calcium channel activity
yrbG		GO:0016021	C	IEA	integral to membrane
yrbG		GO:0016021	C	IEA	integral to membrane
yrbG		GO:0016020	C	IEA	membrane
yrbG		GO:0005886	C	IEA	plasma membrane
yrbG		GO:0005886	C	IEA	plasma membrane
yrbG		GO:0005886	C	IEA	plasma membrane
yrbG		GO:0005886	C	IDA	plasma membrane
yrbG		GO:0022857	F	RCA	transmembrane transporter activity
yrbG		GO:0055085	P	IEA	transmembrane transport
yrbG		GO:0055085	P	RCA	transmembrane transport
cvrA		GO:0006812	P	IEA	cation transport
cvrA		GO:0005451	F	IEA	monovalent cation:hydrogen antiporter activity
cvrA		GO:1902600	P	IEA	NA
cvrA		GO:1902600	P	IEA	NA
cvrA		GO:0071805	P	IEA	potassium ion transmembrane transport
cvrA		GO:0055114	P	IEA	oxidation-reduction process
cvrA		GO:0016614	F	IEA	oxidoreductase activity, acting on CH-OH group of donors
cvrA		GO:0015386	F	IEA	potassium:hydrogen antiporter activity
cvrA		GO:0015297	F	IEA	antiporter activity
cvrA		GO:0006811	P	IEA	ion transport
cvrA		GO:0005887	C	IEA	integral to plasma membrane
cvrA		GO:0016020	C	IEA	membrane
cvrA		GO:0043266	P	IEA	regulation of potassium ion transport
cvrA		GO:0015459	F	IEA	potassium channel regulator activity
cvrA		GO:0050660	F	IEA	flavin adenine dinucleotide binding
cvrA		GO:0015299	F	IEA	solute:hydrogen antiporter activity
cvrA		GO:0008324	F	IEA	cation transmembrane transporter activity
cvrA		GO:0006813	P	IEA	potassium ion transport
cvrA		GO:0006813	P	IEA	potassium ion transport
cvrA		GO:0006884	P	IEA	cell volume homeostasis
cvrA		GO:0006884	P	IMP	cell volume homeostasis
cvrA		GO:0005886	C	IEA	plasma membrane
cvrA		GO:0005886	C	IEA	plasma membrane
cvrA		GO:0005886	C	IEA	plasma membrane
cvrA		GO:0005886	C	IDA	plasma membrane
cvrA		GO:0016021	C	IEA	integral to membrane
cvrA		GO:0016021	C	IEA	integral to membrane
cvrA		GO:0016021	C	IDA	integral to membrane
cvrA		GO:0006810	P	IEA	transport
yjcE		GO:1902600	P	IEA	NA
yjcE		GO:0055085	P	IEA	transmembrane transport
yjcE		GO:0015299	F	IEA	solute:hydrogen antiporter activity
yjcE		GO:0005886	C	IEA	plasma membrane
yjcE		GO:0005886	C	IEA	plasma membrane
yjcE		GO:0005886	C	IEA	plasma membrane
yjcE		GO:0005886	C	IDA	plasma membrane
yjcE		GO:0005886	C	IDA	plasma membrane
yjcE		GO:0016021	C	IEA	integral to membrane
yjcE		GO:0016021	C	IEA	integral to membrane
yjcE		GO:0016020	C	IEA	membrane
yjcE		GO:0015297	F	IEA	antiporter activity
yjcE		GO:0006814	P	IEA	sodium ion transport
yjcE		GO:0006811	P	IEA	ion transport
yjcE		GO:0006810	P	IEA	transport
nhaA		GO:0098655	P	IDA	NA
nhaA		GO:0055085	P	IEA	transmembrane transport
nhaA		GO:0035725	P	IEA	sodium ion transmembrane transport
nhaA		GO:0015297	F	IEA	antiporter activity
nhaA		GO:0015297	F	IEA	antiporter activity
nhaA		GO:0006811	P	IEA	ion transport
nhaA		GO:0006810	P	IEA	transport
nhaA		GO:0015081	F	IEA	sodium ion transmembrane transporter activity
nhaA		GO:0006885	P	IEA	regulation of pH
nhaA		GO:0005886	C	IEA	plasma membrane
nhaA		GO:0005886	C	IEA	plasma membrane
nhaA		GO:0005886	C	IEA	plasma membrane
nhaA		GO:0005886	C	IEA	plasma membrane
nhaA		GO:0005886	C	IDA	plasma membrane
nhaA		GO:0016021	C	IEA	integral to membrane
nhaA		GO:0016021	C	IEA	integral to membrane
nhaA		GO:0016020	C	IEA	membrane
nhaA		GO:0016020	C	IDA	membrane
nhaA		GO:0006883	P	IGI	cellular sodium ion homeostasis
nhaA		GO:0015992	P	IDA	proton transport
nhaA		GO:0006814	P	IEA	sodium ion transport
nhaA		GO:0006814	P	IEA	sodium ion transport
nhaA		GO:0006814	P	IDA	sodium ion transport
nhaA		GO:0015491	F	IDA	cation:cation antiporter activity
corA		GO:0055085	P	IEA	transmembrane transport
corA		GO:0046873	F	IEA	metal ion transmembrane transporter activity
corA		GO:0030001	P	IEA	metal ion transport
corA		GO:0006811	P	IEA	ion transport
corA		GO:0006810	P	IEA	transport
corA		GO:0035444	P	IDA	nickel cation transmembrane transport
corA		GO:0015099	F	IDA	nickel cation transmembrane transporter activity
corA		GO:0005887	C	RCA	integral to plasma membrane
corA		GO:0005886	C	IEA	plasma membrane
corA		GO:0005886	C	IEA	plasma membrane
corA		GO:0005886	C	IEA	plasma membrane
corA		GO:0016021	C	IEA	integral to membrane
corA		GO:0016020	C	IEA	membrane
corA		GO:0016020	C	IEA	membrane
corA		GO:0015693	P	IEA	magnesium ion transport
corA		GO:0015693	P	IDA	magnesium ion transport
corA		GO:0015693	P	IMP	magnesium ion transport
corA		GO:0015095	F	IEA	magnesium ion transmembrane transporter activity
corA		GO:0015095	F	IDA	magnesium ion transmembrane transporter activity
corA		GO:0015095	F	IMP	magnesium ion transmembrane transporter activity
corA		GO:0015087	F	IEA	cobalt ion transmembrane transporter activity
corA		GO:0015087	F	IDA	cobalt ion transmembrane transporter activity
corA		GO:0015087	F	IMP	cobalt ion transmembrane transporter activity
corA		GO:0006824	P	IEA	cobalt ion transport
corA		GO:0006824	P	IDA	cobalt ion transport
corA		GO:0006824	P	IMP	cobalt ion transport
kefB		GO:1902600	P	IEA	NA
kefB		GO:0098655	P	IEA	NA
kefB		GO:0071805	P	IEA	potassium ion transmembrane transport
kefB		GO:0071805	P	IEA	potassium ion transmembrane transport
kefB		GO:0006812	P	IEA	cation transport
kefB		GO:0005887	C	IEA	integral to plasma membrane
kefB		GO:0015503	F	IEA	glutathione-regulated potassium exporter activity
kefB		GO:0015503	F	IEA	glutathione-regulated potassium exporter activity
kefB		GO:0015299	F	IEA	solute:hydrogen antiporter activity
kefB		GO:0008324	F	IEA	cation transmembrane transporter activity
kefB		GO:0005886	C	IEA	plasma membrane
kefB		GO:0005886	C	IEA	plasma membrane
kefB		GO:0005886	C	IEA	plasma membrane
kefB		GO:0005886	C	IEA	plasma membrane
kefB		GO:0005886	C	IDA	plasma membrane
kefB		GO:0016021	C	IEA	integral to membrane
kefB		GO:0016021	C	IEA	integral to membrane
kefB		GO:0016020	C	IEA	membrane
kefB		GO:0015297	F	IEA	antiporter activity
kefB		GO:0006813	P	IEA	potassium ion transport
kefB		GO:0006813	P	IEA	potassium ion transport
kefB		GO:0006811	P	IEA	ion transport
kefB		GO:0006810	P	IEA	transport
kefC		GO:1902600	P	IEA	NA
kefC		GO:0098655	P	IEA	NA
kefC		GO:0071805	P	IEA	potassium ion transmembrane transport
kefC		GO:0071805	P	IEA	potassium ion transmembrane transport
kefC		GO:0071805	P	IEA	potassium ion transmembrane transport
kefC		GO:0071805	P	IMP	potassium ion transmembrane transport
kefC		GO:0016021	C	IEA	integral to membrane
kefC		GO:0016021	C	IEA	integral to membrane
kefC		GO:0015079	F	IEA	potassium ion transmembrane transporter activity
kefC		GO:0008324	F	IEA	cation transmembrane transporter activity
kefC		GO:0006812	P	IEA	cation transport
kefC		GO:0006811	P	IEA	ion transport
kefC		GO:0006810	P	IEA	transport
kefC		GO:0005886	C	IEA	plasma membrane
kefC		GO:0005886	C	IEA	plasma membrane
kefC		GO:0005886	C	IEA	plasma membrane
kefC		GO:0005886	C	IEA	plasma membrane
kefC		GO:0005886	C	IDA	plasma membrane
kefC		GO:0015299	F	IEA	solute:hydrogen antiporter activity
kefC		GO:0000166	F	IEA	nucleotide binding
kefC		GO:0016020	C	IEA	membrane
kefC		GO:0016020	C	IDA	membrane
kefC		GO:0005887	C	IEA	integral to plasma membrane
kefC		GO:0005887	C	IEA	integral to plasma membrane
kefC		GO:0005887	C	EXP	integral to plasma membrane
kefC		GO:0019899	F	IEA	enzyme binding
kefC		GO:0019899	F	IMP	enzyme binding
kefC		GO:0015643	F	IEA	toxin binding
kefC		GO:0015643	F	IDA	toxin binding
kefC		GO:0051595	P	IEA	response to methylglyoxal
kefC		GO:0051595	P	IMP	response to methylglyoxal
kefC		GO:0009636	P	IMP	response to toxin
kefC		GO:0015503	F	IEA	glutathione-regulated potassium exporter activity
kefC		GO:0015503	F	IEA	glutathione-regulated potassium exporter activity
kefC		GO:0015503	F	IMP	glutathione-regulated potassium exporter activity
kefC		GO:0015297	F	IEA	antiporter activity
kefC		GO:0006813	P	IEA	potassium ion transport
kefC		GO:0006813	P	IEA	potassium ion transport
kefC		GO:0006813	P	IGI	potassium ion transport
ybaL		GO:1902600	P	IEA	NA
ybaL		GO:0098655	P	IEA	NA
ybaL		GO:0015299	F	IEA	solute:hydrogen antiporter activity
ybaL		GO:0008324	F	IEA	cation transmembrane transporter activity
ybaL		GO:0006813	P	IEA	potassium ion transport
ybaL		GO:0006812	P	IEA	cation transport
ybaL		GO:0005886	C	IEA	plasma membrane
ybaL		GO:0005886	C	IEA	plasma membrane
ybaL		GO:0005886	C	IEA	plasma membrane
ybaL		GO:0005886	C	IDA	plasma membrane
ybaL		GO:0005886	C	IDA	plasma membrane
ybaL		GO:0016021	C	IEA	integral to membrane
ybaL		GO:0016021	C	IEA	integral to membrane
ybaL		GO:0016020	C	IEA	membrane
ybaL		GO:0015297	F	IEA	antiporter activity
ybaL		GO:0006811	P	IEA	ion transport
ybaL		GO:0006810	P	IEA	transport
trkG		GO:0005887	C	IDA	integral to plasma membrane
trkG		GO:0015388	F	IMP	potassium uptake transmembrane transporter activity
trkG		GO:0015388	F	IGI	potassium uptake transmembrane transporter activity
trkG		GO:0055085	P	IEA	transmembrane transport
trkG		GO:0022820	F	IEA	potassium ion symporter activity
trkG		GO:0008324	F	IEA	cation transmembrane transporter activity
trkG		GO:0006812	P	IEA	cation transport
trkG		GO:0071805	P	IEA	potassium ion transmembrane transport
trkG		GO:0071805	P	ISS	potassium ion transmembrane transport
trkG		GO:0030955	F	ISS	potassium ion binding
trkG		GO:0005267	F	ISS	potassium channel activity
trkG		GO:0005886	C	IEA	plasma membrane
trkG		GO:0005886	C	IEA	plasma membrane
trkG		GO:0005886	C	IEA	plasma membrane
trkG		GO:0005886	C	IDA	plasma membrane
trkG		GO:0016021	C	IEA	integral to membrane
trkG		GO:0016021	C	IEA	integral to membrane
trkG		GO:0016020	C	IEA	membrane
trkG		GO:0006813	P	IEA	potassium ion transport
trkG		GO:0006813	P	IGI	potassium ion transport
trkG		GO:0006811	P	IEA	ion transport
trkG		GO:0006810	P	IEA	transport
trkH		GO:0015388	F	IGI	potassium uptake transmembrane transporter activity
trkH		GO:0016021	C	IEA	integral to membrane
trkH		GO:0016021	C	IEA	integral to membrane
trkH		GO:0016020	C	IEA	membrane
trkH		GO:0055085	P	IEA	transmembrane transport
trkH		GO:0022820	F	IEA	potassium ion symporter activity
trkH		GO:0008324	F	IEA	cation transmembrane transporter activity
trkH		GO:0006812	P	IEA	cation transport
trkH		GO:0071805	P	IEA	potassium ion transmembrane transport
trkH		GO:0071805	P	ISS	potassium ion transmembrane transport
trkH		GO:0030955	F	ISS	potassium ion binding
trkH		GO:0005887	C	RCA	integral to plasma membrane
trkH		GO:0005887	C	IDA	integral to plasma membrane
trkH		GO:0005267	F	ISS	potassium channel activity
trkH		GO:0005886	C	IEA	plasma membrane
trkH		GO:0005886	C	IEA	plasma membrane
trkH		GO:0005886	C	IEA	plasma membrane
trkH		GO:0005886	C	IDA	plasma membrane
trkH		GO:0006813	P	IEA	potassium ion transport
trkH		GO:0006813	P	IGI	potassium ion transport
trkH		GO:0006811	P	IEA	ion transport
trkH		GO:0006810	P	IEA	transport
aqpZ		GO:0034220	P	IBA	ion transmembrane transport
aqpZ		GO:0015793	P	IBA	glycerol transport
aqpZ		GO:0015254	F	IBA	glycerol channel activity
aqpZ		GO:0042802	F	IDA	identical protein binding
aqpZ		GO:0042802	F	IDA	identical protein binding
aqpZ		GO:0005887	C	IBA	integral to plasma membrane
aqpZ		GO:0005887	C	ISM	integral to plasma membrane
aqpZ		GO:0005887	C	IDA	integral to plasma membrane
aqpZ		GO:0016020	C	IEA	membrane
aqpZ		GO:0016020	C	IEA	membrane
aqpZ		GO:0006810	P	IEA	transport
aqpZ		GO:0006810	P	IEA	transport
aqpZ		GO:0005215	F	IEA	transporter activity
aqpZ		GO:0055085	P	IEA	transmembrane transport
aqpZ		GO:0005886	C	IEA	plasma membrane
aqpZ		GO:0005886	C	IEA	plasma membrane
aqpZ		GO:0005886	C	IEA	plasma membrane
aqpZ		GO:0005886	C	IEA	plasma membrane
aqpZ		GO:0005886	C	IDA	plasma membrane
aqpZ		GO:0016021	C	IEA	integral to membrane
aqpZ		GO:0016021	C	IEA	integral to membrane
aqpZ		GO:0015250	F	IEA	water channel activity
aqpZ		GO:0015250	F	IEA	water channel activity
aqpZ		GO:0015250	F	IDA	water channel activity
aqpZ		GO:0015250	F	IDA	water channel activity
aqpZ		GO:0015250	F	IMP	water channel activity
aqpZ		GO:0006833	P	IEA	water transport
aqpZ		GO:0006833	P	IDA	water transport
aqpZ		GO:0006833	P	IDA	water transport
aqpZ		GO:0006833	P	IMP	water transport
aqpZ		GO:0006833	P	IMP	water transport
aqpZ		GO:0009992	P	IMP	cellular water homeostasis
aqpZ		GO:0009992	P	IMP	cellular water homeostasis
aqpZ		GO:0006970	P	IEP	response to osmotic stress
aqpZ		GO:0006970	P	IMP	response to osmotic stress
glpF		GO:0034220	P	IBA	ion transmembrane transport
glpF		GO:0015250	F	IBA	water channel activity
glpF		GO:0009992	P	IBA	cellular water homeostasis
glpF		GO:0006833	P	IBA	water transport
glpF		GO:0005887	C	IBA	integral to plasma membrane
glpF		GO:0016020	C	IEA	membrane
glpF		GO:0016020	C	IEA	membrane
glpF		GO:0006810	P	IEA	transport
glpF		GO:0006810	P	IEA	transport
glpF		GO:0005215	F	IEA	transporter activity
glpF		GO:0071288	P	IDA	cellular response to mercury ion
glpF		GO:0015168	F	IDA	glycerol transmembrane transporter activity
glpF		GO:0015168	F	IDA	glycerol transmembrane transporter activity
glpF		GO:0005886	C	IEA	plasma membrane
glpF		GO:0005886	C	IEA	plasma membrane
glpF		GO:0005886	C	IEA	plasma membrane
glpF		GO:0005886	C	IDA	plasma membrane
glpF		GO:0005886	C	IDA	plasma membrane
glpF		GO:0005886	C	IDA	plasma membrane
glpF		GO:0046872	F	IEA	metal ion binding
glpF		GO:0016021	C	IEA	integral to membrane
glpF		GO:0015793	P	IDA	glycerol transport
glpF		GO:0015793	P	IDA	glycerol transport
glpF		GO:0015793	P	IMP	glycerol transport
glpF		GO:0015254	F	IDA	glycerol channel activity
rutG		GO:1903791	P	IMP	NA
rutG		GO:0005887	C	IDA	integral to plasma membrane
rutG		GO:0015857	P	IMP	uracil transport
rutG		GO:0015210	F	IMP	uracil transmembrane transporter activity
rutG		GO:0055085	P	IEA	transmembrane transport
rutG		GO:0015218	F	IEA	pyrimidine nucleotide transmembrane transporter activity
rutG		GO:0006864	P	IEA	pyrimidine nucleotide transport
rutG		GO:0005215	F	IEA	transporter activity
rutG		GO:0015293	F	IEA	symporter activity
rutG		GO:0006212	P	IMP	uracil catabolic process
rutG		GO:0005886	C	IEA	plasma membrane
rutG		GO:0005886	C	IEA	plasma membrane
rutG		GO:0005886	C	IEA	plasma membrane
rutG		GO:0005886	C	IDA	plasma membrane
rutG		GO:0016021	C	IEA	integral to membrane
rutG		GO:0016020	C	IEA	membrane
rutG		GO:0016020	C	IEA	membrane
rutG		GO:0006810	P	IEA	transport
rutG		GO:0006810	P	IEA	transport
uraA		GO:1903791	P	IDA	NA
uraA		GO:0006810	P	IEA	transport
uraA		GO:0006810	P	IEA	transport
uraA		GO:0005215	F	IEA	transporter activity
uraA		GO:0016021	C	IEA	integral to membrane
uraA		GO:0016021	C	IDA	integral to membrane
uraA		GO:0055085	P	IEA	transmembrane transport
uraA		GO:0015857	P	IGI	uracil transport
uraA		GO:0015857	P	IDA	uracil transport
uraA		GO:0015210	F	IGI	uracil transmembrane transporter activity
uraA		GO:0015210	F	IDA	uracil transmembrane transporter activity
uraA		GO:0005887	C	IDA	integral to plasma membrane
uraA		GO:0015505	F	RCA	uracil:cation symporter activity
uraA		GO:0005886	C	IEA	plasma membrane
uraA		GO:0005886	C	IEA	plasma membrane
uraA		GO:0005886	C	IEA	plasma membrane
uraA		GO:0005886	C	IDA	plasma membrane
uraA		GO:0016020	C	IEA	membrane
uraA		GO:0016020	C	IEA	membrane
uraA		GO:0016020	C	IDA	membrane
xanQ		GO:0016021	C	IEA	integral to membrane
xanQ		GO:0016020	C	IEA	membrane
xanQ		GO:0016020	C	IEA	membrane
xanQ		GO:0006810	P	IEA	transport
xanQ		GO:0006810	P	IEA	transport
xanQ		GO:0005886	C	IEA	plasma membrane
xanQ		GO:0005886	C	IEA	plasma membrane
xanQ		GO:0005886	C	IEA	plasma membrane
xanQ		GO:0005886	C	IDA	plasma membrane
xanQ		GO:0005215	F	IEA	transporter activity
xanQ		GO:0055085	P	IEA	transmembrane transport
xanQ		GO:0005887	C	IDA	integral to plasma membrane
xanQ		GO:0042906	P	IDA	xanthine transport
xanQ		GO:0042907	F	IDA	xanthine transmembrane transporter activity
uacT		GO:1903825	P	IMP	NA
uacT		GO:0016021	C	IEA	integral to membrane
uacT		GO:0016021	C	IEA	integral to membrane
uacT		GO:0016020	C	IEA	membrane
uacT		GO:0016020	C	IEA	membrane
uacT		GO:0006811	P	IEA	ion transport
uacT		GO:0006810	P	IEA	transport
uacT		GO:0006810	P	IEA	transport
uacT		GO:0005886	C	IEA	plasma membrane
uacT		GO:0005886	C	IEA	plasma membrane
uacT		GO:0005886	C	IEA	plasma membrane
uacT		GO:0005886	C	IDA	plasma membrane
uacT		GO:0005215	F	IEA	transporter activity
uacT		GO:0015992	P	IEA	proton transport
uacT		GO:0015293	F	IEA	symporter activity
uacT		GO:0055085	P	IEA	transmembrane transport
uacT		GO:0015747	P	IMP	urate transport
uacT		GO:0015143	F	IMP	urate transmembrane transporter activity
uacT		GO:0042906	P	IMP	xanthine transport
uacT		GO:0042907	F	IMP	xanthine transmembrane transporter activity
uacT		GO:0005887	C	IDA	integral to plasma membrane
xanP		GO:0016021	C	IEA	integral to membrane
xanP		GO:0016020	C	IEA	membrane
xanP		GO:0016020	C	IEA	membrane
xanP		GO:0006810	P	IEA	transport
xanP		GO:0006810	P	IEA	transport
xanP		GO:0005886	C	IEA	plasma membrane
xanP		GO:0005886	C	IEA	plasma membrane
xanP		GO:0005886	C	IEA	plasma membrane
xanP		GO:0005886	C	IDA	plasma membrane
xanP		GO:0005215	F	IEA	transporter activity
xanP		GO:0055085	P	IEA	transmembrane transport
xanP		GO:0042906	P	IDA	xanthine transport
xanP		GO:0042907	F	IDA	xanthine transmembrane transporter activity
xanP		GO:0005887	C	IDA	integral to plasma membrane
focA		GO:0016021	C	IEA	integral to membrane
focA		GO:0016021	C	IEA	integral to membrane
focA		GO:0016020	C	IEA	membrane
focA		GO:0016020	C	IEA	membrane
focA		GO:0006810	P	IEA	transport
focA		GO:0006810	P	IEA	transport
focA		GO:0005886	C	IEA	plasma membrane
focA		GO:0005886	C	IEA	plasma membrane
focA		GO:0005886	C	IEA	plasma membrane
focA		GO:0005886	C	IDA	plasma membrane
focA		GO:0005886	C	IDA	plasma membrane
focA		GO:0005215	F	IEA	transporter activity
focA		GO:0005887	C	IDA	integral to plasma membrane
focA		GO:0005887	C	IDA	integral to plasma membrane
focA		GO:0015499	F	IEA	formate transmembrane transporter activity
focA		GO:0015499	F	IMP	formate transmembrane transporter activity
focA		GO:0015724	P	IEA	formate transport
focA		GO:0015724	P	IMP	formate transport
focB		GO:0015724	P	IBA	formate transport
focB		GO:0015499	F	IBA	formate transmembrane transporter activity
focB		GO:0005887	C	IBA	integral to plasma membrane
focB		GO:0005215	F	IEA	transporter activity
focB		GO:0022857	F	ISS	transmembrane transporter activity
focB		GO:0005886	C	IEA	plasma membrane
focB		GO:0005886	C	IEA	plasma membrane
focB		GO:0005886	C	IEA	plasma membrane
focB		GO:0005886	C	IDA	plasma membrane
focB		GO:0005886	C	RCA	plasma membrane
focB		GO:0016021	C	IEA	integral to membrane
focB		GO:0016020	C	IEA	membrane
focB		GO:0016020	C	IEA	membrane
focB		GO:0006810	P	IEA	transport
focB		GO:0006810	P	IEA	transport
nirC		GO:0005887	C	IBA	integral to plasma membrane
nirC		GO:0006810	P	IEA	transport
nirC		GO:0006810	P	IEA	transport
nirC		GO:0005215	F	IEA	transporter activity
nirC		GO:0042128	P	IEA	nitrate assimilation
nirC		GO:0005886	C	IEA	plasma membrane
nirC		GO:0005886	C	IEA	plasma membrane
nirC		GO:0005886	C	IEA	plasma membrane
nirC		GO:0005886	C	IDA	plasma membrane
nirC		GO:0016021	C	IEA	integral to membrane
nirC		GO:0016021	C	ISM	integral to membrane
nirC		GO:0016020	C	IEA	membrane
nirC		GO:0016020	C	IEA	membrane
nirC		GO:0015513	F	IGI	nitrite uptake transmembrane transporter activity
nirC		GO:0015707	P	IGI	nitrite transport
kch		GO:0051289	P	IDA	protein homotetramerization
kch		GO:0042802	F	IDA	identical protein binding
kch		GO:0006813	P	IEA	potassium ion transport
kch		GO:0006813	P	IMP	potassium ion transport
kch		GO:0016021	C	IEA	integral to membrane
kch		GO:0006811	P	IEA	ion transport
kch		GO:0006810	P	IEA	transport
kch		GO:0005886	C	IEA	plasma membrane
kch		GO:0005886	C	IEA	plasma membrane
kch		GO:0005886	C	IEA	plasma membrane
kch		GO:0005886	C	IDA	plasma membrane
kch		GO:0016020	C	IEA	membrane
clcA		GO:1903959	P	IEA	NA
clcA		GO:0071468	P	IGI	cellular response to acidity
clcA		GO:1902600	P	IDA	NA
clcA		GO:1902476	P	IEA	NA
clcA		GO:0034220	P	IEA	ion transmembrane transport
clcA		GO:0016021	C	IEA	integral to membrane
clcA		GO:0016020	C	IEA	membrane
clcA		GO:0016020	C	IEA	membrane
clcA		GO:0015297	F	IEA	antiporter activity
clcA		GO:0015297	F	IEA	antiporter activity
clcA		GO:0006811	P	IEA	ion transport
clcA		GO:0006810	P	IEA	transport
clcA		GO:0005886	C	IEA	plasma membrane
clcA		GO:0005886	C	IEA	plasma membrane
clcA		GO:0005886	C	IEA	plasma membrane
clcA		GO:0005886	C	IEA	plasma membrane
clcA		GO:0005886	C	IDA	plasma membrane
clcA		GO:0005886	C	IDA	plasma membrane
clcA		GO:0055085	P	IEA	transmembrane transport
clcA		GO:0015108	F	IEA	chloride transmembrane transporter activity
clcA		GO:0005247	F	IEA	voltage-gated chloride channel activity
clcA		GO:0005216	F	IEA	ion channel activity
clcA		GO:0015706	P	IDA	nitrate transport
clcA		GO:0015299	F	IDA	solute:hydrogen antiporter activity
clcA		GO:0043168	F	IDA	anion binding
clcA		GO:0043168	F	IDA	anion binding
clcA		GO:0005887	C	IEA	integral to plasma membrane
clcA		GO:0005887	C	IDA	integral to plasma membrane
clcA		GO:0031404	F	IDA	chloride ion binding
clcA		GO:0031404	F	IDA	chloride ion binding
clcA		GO:0006821	P	IEA	chloride transport
clcA		GO:0006821	P	IEA	chloride transport
clcA		GO:0006821	P	IDA	chloride transport
clcA		GO:0006821	P	IDA	chloride transport
clcB		GO:1903959	P	IEA	NA
clcB		GO:1903959	P	IEA	NA
clcB		GO:0071468	P	IGI	cellular response to acidity
clcB		GO:1902476	P	RCA	NA
clcB		GO:0055085	P	IEA	transmembrane transport
clcB		GO:0010447	P	IEA	response to acidity
clcB		GO:0005247	F	IEA	voltage-gated chloride channel activity
clcB		GO:0005247	F	IEA	voltage-gated chloride channel activity
clcB		GO:0034765	P	IEA	regulation of ion transmembrane transport
clcB		GO:0034707	C	IEA	chloride channel complex
clcB		GO:0005886	C	IEA	plasma membrane
clcB		GO:0005886	C	IEA	plasma membrane
clcB		GO:0005886	C	IEA	plasma membrane
clcB		GO:0005886	C	IEA	plasma membrane
clcB		GO:0005886	C	IDA	plasma membrane
clcB		GO:0016021	C	IEA	integral to membrane
clcB		GO:0016020	C	IEA	membrane
clcB		GO:0016020	C	IEA	membrane
clcB		GO:0006821	P	IEA	chloride transport
clcB		GO:0006821	P	IEA	chloride transport
clcB		GO:0006811	P	IEA	ion transport
clcB		GO:0006810	P	IEA	transport
clcB		GO:0005254	F	IEA	chloride channel activity
clcB		GO:0005254	F	RCA	chloride channel activity
clcB		GO:0005244	F	IEA	voltage-gated ion channel activity
clcB		GO:0005216	F	IEA	ion channel activity
wzxC		GO:0006810	P	IBA	transport
wzxC		GO:0000271	P	IEA	polysaccharide biosynthetic process
wzxC		GO:0005886	C	IEA	plasma membrane
wzxC		GO:0005886	C	IEA	plasma membrane
wzxC		GO:0005886	C	IEA	plasma membrane
wzxC		GO:0005886	C	IDA	plasma membrane
wzxC		GO:0016021	C	IEA	integral to membrane
wzxC		GO:0016020	C	IEA	membrane
wzxC		GO:0016020	C	IEA	membrane
wzxC		GO:0009103	P	IEA	lipopolysaccharide biosynthetic process
wzxC		GO:0009103	P	IEA	lipopolysaccharide biosynthetic process
