"sampleNum","dataSet","experiment","growthTime_hr","harvestDate","cellTotal","cellsPerTube","batchNumber","carbonSource","Mg_mM","Na_mM","growthPhase","Mg_mM_Levels","Na_mM_Levels","uniqueCondition","uniqueCondition02","doublingTimeMinutes","doublingTimeMinutes.95m","doublingTimeMinutes_95p","rSquared"
149,"MURI_149","MgSO4_stress_low",26,"2014-06-18",NA,NA,"025","glucose",0.02,5,"stationary","lowMg","baseNa","unique_condition_22","unique_condition_14",62.77391883,59.65820042,66.2330145,0.990382414
150,"MURI_150","MgSO4_stress_low",26,"2014-06-18",NA,NA,"025","glucose",0.04,5,"stationary","lowMg","baseNa","unique_condition_23","unique_condition_14",60.35450581,56.57780956,64.67147228,0.984383516
151,"MURI_151","MgSO4_stress_low",26,"2014-06-18",NA,NA,"025","glucose",0.08,5,"stationary","lowMg","baseNa","unique_condition_24","unique_condition_14",58.99414607,55.43306824,63.0441689,0.985519703
152,"MURI_152","MgSO4_stress_low",5,"2014-06-24",NA,NA,"026","glucose",0.005,5,"exponential","lowMg","baseNa","unique_condition_02","unique_condition_05",69.19412053,65.29845183,73.58410671,0.988384832
153,"MURI_153","MgSO4_stress_low",5.5,"2014-06-24",NA,NA,"026","glucose",0.01,5,"exponential","lowMg","baseNa","unique_condition_03","unique_condition_05",64.32310473,60.79379548,68.28744883,0.98814319
154,"MURI_154","MgSO4_stress_low",5.5,"2014-06-24",NA,NA,"026","glucose",0.02,5,"exponential","lowMg","baseNa","unique_condition_04","unique_condition_05",62.77391883,59.65820042,66.2330145,0.990382414
155,"MURI_155","MgSO4_stress_low",5.5,"2014-06-24",NA,NA,"026","glucose",0.04,5,"exponential","lowMg","baseNa","unique_condition_05","unique_condition_05",60.35450581,56.57780956,64.67147228,0.984383516
156,"MURI_156","MgSO4_stress_low",5.5,"2014-06-24",NA,NA,"026","glucose",0.08,5,"exponential","lowMg","baseNa","unique_condition_06","unique_condition_05",58.99414607,55.43306824,63.0441689,0.985519703
157,"MURI_157","MgSO4_stress_low",26,"2014-06-25",NA,NA,"026","glucose",0.005,5,"stationary","lowMg","baseNa","unique_condition_20","unique_condition_14",69.19412053,65.29845183,73.58410671,0.988384832
158,"MURI_158","MgSO4_stress_low",26,"2014-06-25",NA,NA,"026","glucose",0.01,5,"stationary","lowMg","baseNa","unique_condition_21","unique_condition_14",64.32310473,60.79379548,68.28744883,0.98814319
159,"MURI_159","MgSO4_stress_low",26,"2014-06-25",NA,NA,"026","glucose",0.02,5,"stationary","lowMg","baseNa","unique_condition_22","unique_condition_14",62.77391883,59.65820042,66.2330145,0.990382414
160,"MURI_160","MgSO4_stress_low",26,"2014-06-25",NA,NA,"026","glucose",0.04,5,"stationary","lowMg","baseNa","unique_condition_23","unique_condition_14",60.35450581,56.57780956,64.67147228,0.984383516
161,"MURI_161","MgSO4_stress_low",26,"2014-06-25",NA,NA,"026","glucose",0.08,5,"stationary","lowMg","baseNa","unique_condition_24","unique_condition_14",58.99414607,55.43306824,63.0441689,0.985519703
162,"MURI_162","MgSO4_stress_low",5,"2014-06-28",NA,NA,"027","glucose",0.005,5,"exponential","lowMg","baseNa","unique_condition_02","unique_condition_05",69.19412053,65.29845183,73.58410671,0.988384832
163,"MURI_163","MgSO4_stress_low",5.5,"2014-06-28",NA,NA,"027","glucose",0.01,5,"exponential","lowMg","baseNa","unique_condition_03","unique_condition_05",64.32310473,60.79379548,68.28744883,0.98814319
164,"MURI_164","MgSO4_stress_low",5.5,"2014-06-28",NA,NA,"027","glucose",0.02,5,"exponential","lowMg","baseNa","unique_condition_04","unique_condition_05",62.77391883,59.65820042,66.2330145,0.990382414
165,"MURI_165","MgSO4_stress_low",5.5,"2014-06-28",NA,NA,"027","glucose",0.04,5,"exponential","lowMg","baseNa","unique_condition_05","unique_condition_05",60.35450581,56.57780956,64.67147228,0.984383516
166,"MURI_166","MgSO4_stress_low",5.5,"2014-06-28",NA,NA,"027","glucose",0.08,5,"exponential","lowMg","baseNa","unique_condition_06","unique_condition_05",58.99414607,55.43306824,63.0441689,0.985519703
167,"MURI_167","MgSO4_stress_low",26,"2014-06-29",NA,NA,"027","glucose",0.005,5,"stationary","lowMg","baseNa","unique_condition_20","unique_condition_14",69.19412053,65.29845183,73.58410671,0.988384832
168,"MURI_168","MgSO4_stress_low",26,"2014-06-29",NA,NA,"027","glucose",0.01,5,"stationary","lowMg","baseNa","unique_condition_21","unique_condition_14",64.32310473,60.79379548,68.28744883,0.98814319
169,"MURI_169","MgSO4_stress_low",26,"2014-06-29",NA,NA,"027","glucose",0.02,5,"stationary","lowMg","baseNa","unique_condition_22","unique_condition_14",62.77391883,59.65820042,66.2330145,0.990382414
170,"MURI_170","MgSO4_stress_low",26,"2014-06-29",NA,NA,"027","glucose",0.04,5,"stationary","lowMg","baseNa","unique_condition_23","unique_condition_14",60.35450581,56.57780956,64.67147228,0.984383516
171,"MURI_171","MgSO4_stress_low",26,"2014-06-29",NA,NA,"027","glucose",0.08,5,"stationary","lowMg","baseNa","unique_condition_24","unique_condition_14",58.99414607,55.43306824,63.0441689,0.985519703
